Customer ID,Customer Name,Last Name,Date of Birth,Segment
CUST022242,Gary,Adams,1/18/2000,Corporate
CUST022243,Stephanie,Matthews,9/21/1968,Corporate
CUST022244,Barbara,Parrish,11/30/2011,Corporate
CUST022245,Luke,Sullivan,6/11/2003,Consumer
CUST022246,Krystal,Schultz,11/19/2009,Corporate
CUST022247,Elizabeth,Robinson,4/27/1970,Consumer
CUST022248,Katrina,Morgan,7/28/1974,Consumer
CUST022249,Timothy,Liu,10/20/1964,Corporate
CUST022250,Zachary,Baxter,7/13/1982,Corporate
CUST022251,Kristen,Galloway,3/29/1992,Corporate
CUST022252,Lauren,Allen,1/19/1951,Consumer
CUST022253,Sharon,Cole,6/13/2003,Consumer
CUST022254,Bonnie,Miller,7/17/1961,Corporate
CUST022255,Dale,Lara,11/28/1973,Corporate
CUST022256,Edward,Powell,6/12/2001,Corporate
CUST022257,Eric,Baker,11/15/2000,Corporate
CUST022258,Travis,Smith,2/24/1999,Consumer
CUST022259,Richard,Williams,3/4/1998,Consumer
CUST022260,Andrea,Smith,8/20/1993,Consumer
CUST022261,David,Jones,11/2/1961,Corporate
CUST022262,Albert,Evans,8/11/1983,Consumer
CUST022263,Lindsay,Palmer,4/26/1971,Corporate
CUST022264,Kristin,Garner,4/29/1957,Consumer
CUST022265,Tina,Joseph,5/30/1954,Consumer
CUST022266,Mary,Jenkins,3/1/1987,Corporate
CUST022267,Patricia,Webb,11/28/2009,Corporate
CUST022268,Brian,Williams,2/18/1991,Consumer
CUST022269,Jesus,Diaz,2/28/1954,Consumer
CUST022270,Cameron,Moses,9/25/1957,Consumer
CUST022271,Vanessa,Marsh,12/2/1990,Corporate
CUST022272,Katie,Rice,10/5/1968,Consumer
CUST022273,Ryan,Rose,9/9/1958,Consumer
CUST022274,Ricardo,Owens,8/8/1957,Corporate
CUST022275,Eddie,Pena,3/2/1962,Consumer
CUST022276,Nathan,Jackson,7/2/2000,Corporate
CUST022277,Katherine,Wiley,3/22/1958,Consumer
CUST022278,John,Russo,12/8/1971,Corporate
CUST022279,Derek,Scott,5/4/1978,Corporate
CUST022280,Tammy,Perez,4/2/1988,Corporate
CUST022281,David,Holland,12/26/2010,Corporate
CUST022282,James,Campbell,6/29/1971,Consumer
CUST022283,Alexis,Beck,2/13/1985,Consumer
CUST022284,Jennifer,Smith,12/5/1980,Consumer
CUST022285,Jason,Clark,6/5/1980,Consumer
CUST022286,Laura,King,3/8/2010,Consumer
CUST022287,Brett,Chavez,3/5/1984,Consumer
CUST022288,Joshua,Thompson,8/2/1968,Corporate
CUST022289,Travis,Taylor,10/16/1951,Corporate
CUST022290,Krystal,Davis,12/7/1992,Consumer
CUST022291,Wendy,Davis,1/8/1983,Consumer
CUST022292,Jacob,Floyd,9/15/1958,Consumer
CUST022293,Angela,Black,10/15/1958,Consumer
CUST022294,Craig,Barr,12/4/1988,Consumer
CUST022295,Stacey,Ramos,8/25/1950,Corporate
CUST022296,Christopher,Mahoney,9/23/1952,Consumer
CUST022297,Alicia,Berg,3/22/1966,Corporate
CUST022298,Micheal,Gonzales,12/24/1956,Consumer
CUST022299,Michelle,Patel,10/9/1981,Corporate
CUST022300,William,Bowen,5/29/1993,Corporate
CUST022301,Jonathon,Hicks,9/26/1996,Corporate
CUST022302,Susan,Fox,12/9/1989,Consumer
CUST022303,Shelley,Wilson,10/1/1985,Corporate
CUST022304,Kyle,Logan,12/13/1956,Consumer
CUST022305,Thomas,Chan,5/28/1956,Corporate
CUST022306,Justin,Brown,10/14/2004,Consumer
CUST022307,Anthony,Reed,5/20/1976,Consumer
CUST022308,Christina,Beck,11/15/1995,Consumer
CUST022309,Jason,Avery,4/26/1971,Corporate
CUST022310,Tammy,Bennett,6/8/1983,Consumer
CUST022311,Cheryl,Davis,7/17/2007,Consumer
CUST022312,Jerry,Garcia,2/28/1988,Corporate
CUST022313,Diane,Anderson,2/18/1988,Corporate
CUST022314,William,White,7/8/1980,Corporate
CUST022315,Sherry,Martin,9/25/2013,Consumer
CUST022316,Phillip,Valentine,4/13/1959,Consumer
CUST022317,Edward,Lamb,3/28/1953,Corporate
CUST022318,Cory,Miller,1/2/2001,Corporate
CUST022319,Laura,Santiago,12/21/1992,Consumer
CUST022320,Brooke,Garcia,8/22/1982,Corporate
CUST022321,Omar,Edwards,3/11/1965,Consumer
CUST022322,Gary,Sullivan,6/16/1980,Consumer
CUST022323,William,Santiago,10/13/1996,Corporate
CUST022324,Alexis,Rodriguez,1/6/1976,Corporate
CUST022325,Jeremy,Massey,3/18/1960,Corporate
CUST022326,Patrick,Stone,9/3/1968,Corporate
CUST022327,Melissa,Rice,6/27/2001,Consumer
CUST022328,Theresa,Roberts,8/6/2017,Consumer
CUST022329,Shelby,Stone,7/2/1984,Consumer
CUST022330,Yvonne,Perez,7/28/1992,Corporate
CUST022331,Christina,Kirby,8/15/1998,Corporate
CUST022332,Nancy,Aguilar,12/15/1996,Corporate
CUST022333,Michael,Smith,5/23/1984,Consumer
CUST022334,Timothy,Rogers,1/27/2012,Consumer
CUST022335,Alyssa,Gonzalez,9/25/1972,Consumer
CUST022336,Keith,Thompson,4/25/2000,Consumer
CUST022337,Michele,Lang,8/20/1965,Consumer
CUST022338,Jennifer,Roberts,6/11/1950,Consumer
CUST022339,Jonathan,Golden,8/25/1967,Consumer
CUST022340,Sabrina,Brown,11/27/1977,Consumer
CUST022341,Brittany,Miller,5/8/1982,Consumer
CUST022342,Anthony,Ortiz,5/24/1997,Corporate
CUST022343,Richard,Peterson,5/10/1966,Consumer
CUST022344,Anthony,Harding,12/11/1952,Consumer
CUST022345,Amanda,Hernandez,1/15/1987,Corporate
CUST022346,Christopher,Hodges,11/28/2012,Corporate
CUST022347,Heather,Murray,10/7/1968,Corporate
CUST022348,Rodney,Daniels,10/17/1953,Corporate
CUST022349,Rebecca,Smith,12/7/1976,Consumer
CUST022350,Benjamin,Sullivan,11/16/1967,Consumer
CUST022351,Melissa,Webb,11/15/2002,Corporate
CUST022352,Brian,Nguyen,10/18/1959,Corporate
CUST022353,Michaela,Santos,6/3/1996,Corporate
CUST022354,Elijah,Griffith,5/29/2000,Consumer
CUST022355,John,Wade,12/3/1952,Corporate
CUST022356,Fred,Dixon,8/10/1971,Consumer
CUST022357,Kevin,Steele,3/9/1990,Corporate
CUST022358,Tiffany,George,2/28/2002,Consumer
CUST022359,Richard,Nguyen,10/15/1977,Consumer
CUST022360,Stacy,Ray,8/4/1988,Corporate
CUST022361,David,Bowman,4/3/1950,Consumer
CUST022362,Tamara,Rowe,10/26/1961,Consumer
CUST022363,Mark,Smith,8/19/1981,Consumer
CUST022364,Robert,Robinson,3/24/2004,Consumer
CUST022365,Michael,Gonzalez,1/2/1951,Corporate
CUST022366,Michael,Robles,4/17/1959,Consumer
CUST022367,Antonio,Roberts,12/1/1981,Consumer
CUST022368,Mark,Webb,10/11/1987,Corporate
CUST022369,Barbara,Fitzpatrick,1/3/1971,Consumer
CUST022370,Dominique,Hull,4/30/1952,Consumer
CUST022371,Derek,Jacobson,9/3/1998,Consumer
CUST022372,Mary,Owens,2/22/2001,Consumer
CUST022373,Alisha,Mason,4/10/2017,Consumer
CUST022374,Edward,Shaw,4/11/1954,Consumer
CUST022375,Joshua,Morales,4/10/1980,Consumer
CUST022376,Gregory,Benson,10/11/1962,Consumer
CUST022377,Aaron,Harris,12/3/1966,Consumer
CUST022378,Johnathan,Ayers,1/10/1957,Consumer
CUST022379,James,Cook,11/28/2013,Corporate
CUST022380,Jeffery,Simpson,8/20/1951,Consumer
CUST022381,Edwin,Sanchez,8/22/1996,Consumer
CUST022382,Paul,Dean,4/8/2018,Consumer
CUST022383,Bethany,Chang,6/2/1954,Corporate
CUST022384,Elizabeth,Black,5/19/2009,Consumer
CUST022385,Antonio,Baker,1/10/2014,Consumer
CUST022386,Justin,Bell,10/10/1950,Consumer
CUST022387,Gary,Berger,6/26/1953,Corporate
CUST022388,Robert,Miller,9/1/1998,Consumer
CUST022389,Adrian,Santos,4/4/1963,Corporate
CUST022390,Christopher,Perkins,7/18/1995,Corporate
CUST022391,Erin,Schaefer,6/15/1959,Corporate
CUST022392,Melissa,Wright,8/15/1955,Consumer
CUST022393,Gregory,Craig,3/30/1989,Corporate
CUST022394,Valerie,Robinson,7/27/1961,Consumer
CUST022395,Steven,Kelley,10/19/2000,Corporate
CUST022396,Shannon,Copeland,3/8/1968,Corporate
CUST022397,Mary,Berg,5/8/2016,Corporate
CUST022398,Katherine,Walker,1/27/1955,Consumer
CUST022399,Jessica,Castro,10/6/1978,Corporate
CUST022400,John,Jackson,3/9/1955,Consumer
CUST022401,Troy,Hernandez,2/5/1986,Corporate
CUST022402,Sally,Gonzales,1/17/1970,Corporate
CUST022403,Jose,Nguyen,12/19/1977,Consumer
CUST022404,Heather,Garcia,8/15/1980,Corporate
CUST022405,Gary,Robinson,10/20/1979,Consumer
CUST022406,Harry,Owens,8/18/1960,Corporate
CUST022407,Harry,Woodward,2/25/2013,Consumer
CUST022408,Sean,Moore,9/19/1959,Corporate
CUST022409,April,Burke,11/4/1951,Consumer
CUST022410,Jeremy,Peters,12/12/1995,Consumer
CUST022411,Mary,Espinoza,9/20/1971,Consumer
CUST022412,Kurt,Bennett,10/23/1977,Consumer
CUST022413,Zachary,Baker,5/19/1986,Corporate
CUST022414,Sherry,Lopez,8/5/1959,Corporate
CUST022415,Carol,Fuller,7/24/1952,Corporate
CUST022416,James,Lee,6/16/1962,Corporate
CUST022417,Tyler,Knight,12/4/2017,Corporate
CUST022418,Jeffery,Duke,8/14/1964,Consumer
CUST022419,Daniel,Young,6/13/2006,Corporate
CUST022420,Martin,Harris,11/2/2006,Corporate
CUST022421,Deborah,Gomez,12/27/1959,Corporate
CUST022422,Amber,Charles,1/18/1972,Consumer
CUST022423,Derek,Webster,9/25/1992,Consumer
CUST022424,Sean,Parks,8/9/2013,Corporate
CUST022425,Luis,Armstrong,12/27/1967,Consumer
CUST022426,James,Watkins,10/13/1969,Consumer
CUST022427,Daniel,Peterson,1/5/1962,Corporate
CUST022428,Jonathan,Harmon,10/2/1955,Consumer
CUST022429,George,Lopez,6/1/1974,Corporate
CUST022430,Adrienne,Strickland,3/9/1990,Corporate
CUST022431,Faith,Torres,11/11/2004,Consumer
CUST022432,Samuel,Cantu,9/15/1973,Consumer
CUST022433,Sherry,Freeman,7/25/2017,Corporate
CUST022434,Wendy,Clark,3/14/2016,Consumer
CUST022435,Jessica,Riley,8/24/1990,Consumer
CUST022436,Shannon,Daniel,3/27/1981,Corporate
CUST022437,Mary,Watts,11/8/1992,Corporate
CUST022438,Patricia,Martin,10/10/1977,Consumer
CUST022439,Jeffrey,Cox,10/14/1974,Corporate
CUST022440,John,Ortiz,3/21/1995,Corporate
CUST022441,Michael,Cunningham,4/1/1959,Corporate
CUST022442,Laura,Taylor,6/13/1964,Corporate
CUST022443,Dawn,Hurst,4/12/2000,Consumer
CUST022444,Tammy,Pham,5/5/1974,Consumer
CUST022445,Tiffany,Glass,9/29/2012,Corporate
CUST022446,Crystal,Park,4/2/1961,Consumer
CUST022447,James,Maddox,11/17/1988,Corporate
CUST022448,Amanda,Lane,1/28/1993,Corporate
CUST022449,Patrick,Shepherd,5/6/1995,Consumer
CUST022450,Joshua,Bailey,3/24/1990,Consumer
CUST022451,David,Moreno,12/21/1978,Consumer
CUST022452,Patricia,Stone,6/28/1970,Corporate
CUST022453,Timothy,Davis,10/22/2008,Corporate
CUST022454,Nichole,Hunt,2/13/1998,Corporate
CUST022455,Kelly,Jefferson,5/15/1958,Consumer
CUST022456,Clifford,Torres,12/5/1953,Consumer
CUST022457,James,Smith,12/23/1987,Consumer
CUST022458,Mary,Harmon,5/17/1993,Corporate
CUST022459,Scott,Perry,9/3/1983,Corporate
CUST022460,David,Williams,12/8/1966,Corporate
CUST022461,Jeanette,Becker,4/22/2000,Consumer
CUST022462,Kathy,Smith,5/16/1977,Consumer
CUST022463,Emily,Hernandez,11/9/1965,Corporate
CUST022464,Courtney,Lynch,7/25/1996,Corporate
CUST022465,Kyle,Stephens,6/19/1963,Corporate
CUST022466,Kayla,Berger,10/28/2000,Corporate
CUST022467,Briana,Brown,9/3/1957,Consumer
CUST022468,Anna,Williams,5/8/1973,Corporate
CUST022469,Benjamin,Boyer,11/30/2017,Consumer
CUST022470,Nathan,Bradford,1/25/1968,Consumer
CUST022471,Bryan,Evans,12/15/2006,Consumer
CUST022472,Kyle,Chandler,3/6/1963,Consumer
CUST022473,Leslie,Wolf,10/4/1990,Consumer
CUST022474,Jason,Bennett,2/3/1999,Consumer
CUST022475,Antonio,Hawkins,3/22/2016,Corporate
CUST022476,Oscar,Schmidt,9/16/1981,Corporate
CUST022477,Jacqueline,Carpenter,7/16/1977,Corporate
CUST022478,Dylan,Hall,10/10/1956,Corporate
CUST022479,Jennifer,Spence,1/21/1966,Consumer
CUST022480,Michaela,Roberts,5/7/1950,Corporate
CUST022481,Beth,Montoya,9/8/1980,Consumer
CUST022482,Amber,Donaldson,4/25/1978,Consumer
CUST022483,Courtney,Bender,7/28/1978,Corporate
CUST022484,Steven,Douglas,7/29/1984,Consumer
CUST022485,Bill,Lopez,4/19/1953,Consumer
CUST022486,Steve,Holt,12/1/1988,Consumer
CUST022487,Sandra,Ramirez,10/7/2014,Consumer
CUST022488,Daniel,Cardenas,9/1/2006,Consumer
CUST022489,Frank,Davis,10/19/1963,Corporate
CUST022490,Elijah,Powell,2/19/1976,Corporate
CUST022491,Tyler,Mccormick,5/8/1971,Corporate
CUST022492,Edward,Garcia,9/14/1956,Consumer
CUST022493,Brian,Rogers,12/15/2008,Corporate
CUST022494,Nicole,Sanchez,8/24/1968,Corporate
CUST022495,Edward,Cline,8/1/1977,Corporate
CUST022496,Benjamin,Brown,8/3/1983,Corporate
CUST022497,Adam,Medina,9/4/2013,Corporate
CUST022498,Mitchell,Bennett,11/4/1951,Corporate
CUST022499,Bryan,Scott,9/17/1984,Consumer
CUST022500,Nancy,Wilson,9/21/2000,Corporate
CUST022501,Carol,Lopez,3/4/1979,Corporate
CUST022502,John,Hood,2/4/2014,Consumer
CUST022503,Amy,Sosa,5/27/1985,Corporate
CUST022504,Alan,Blackwell,2/21/1999,Corporate
CUST022505,Bradley,Pruitt,1/10/1962,Corporate
CUST022506,Cameron,Fleming,2/7/1984,Corporate
CUST022507,Brian,Miles,2/1/2002,Corporate
CUST022508,William,Blanchard,3/14/1976,Consumer
CUST022509,Adriana,Williams,12/18/1969,Consumer
CUST022510,Cassandra,Hooper,4/22/1975,Corporate
CUST022511,Mariah,Castillo,10/1/1985,Corporate
CUST022512,John,King,6/19/2007,Corporate
CUST022513,Daniel,Allen,7/6/1968,Corporate
CUST022514,Randy,Gibson,10/17/2014,Corporate
CUST022515,Richard,Potts,8/11/2010,Consumer
CUST022516,Alexis,Lopez,2/19/1955,Consumer
CUST022517,Marc,Peterson,1/26/1983,Corporate
CUST022518,Shannon,Alvarado,6/4/1977,Corporate
CUST022519,Chase,Wallace,4/27/1987,Consumer
CUST022520,Tyler,Rivera,6/26/1994,Corporate
CUST022521,David,Walters,12/4/1975,Consumer
CUST022522,David,Smith,5/25/1963,Corporate
CUST022523,Jill,Cordova,9/14/2000,Corporate
CUST022524,Christopher,Torres,1/20/1991,Consumer
CUST022525,Emily,Moore,4/28/1962,Corporate
CUST022526,Michael,Kelly,11/25/2000,Consumer
CUST022527,Kimberly,Lopez,12/19/1968,Consumer
CUST022528,Ethan,Cole,7/18/2009,Consumer
CUST022529,Maria,Lopez,1/29/1975,Corporate
CUST022530,Melissa,Cruz,4/26/1961,Consumer
CUST022531,Brooke,Church,7/11/2012,Corporate
CUST022532,Anthony,Miller,8/12/2001,Corporate
CUST022533,Lori,Jackson,11/26/2007,Corporate
CUST022534,Crystal,Dyer,12/7/1981,Consumer
CUST022535,Wesley,Mcmahon,3/5/1958,Corporate
CUST022536,Joseph,Zimmerman,6/16/1989,Consumer
CUST022537,Samuel,Shepard,7/15/1968,Corporate
CUST022538,Yesenia,Weiss,6/22/2010,Corporate
CUST022539,David,Cochran,5/22/1974,Consumer
CUST022540,Pamela,Travis,1/9/1983,Consumer
CUST022541,Traci,Patterson,10/30/1959,Consumer
CUST022542,Jennifer,Miller,12/26/2008,Corporate
CUST022543,Brian,Jackson,3/29/1986,Consumer
CUST022544,Travis,Henderson,5/23/1984,Consumer
CUST022545,Denise,Alexander,12/26/1963,Consumer
CUST022546,Kathryn,Castillo,10/20/2014,Corporate
CUST022547,Ryan,Evans,10/12/1989,Corporate
CUST022548,Frank,Scott,4/4/1950,Consumer
CUST022549,Daniel,Chen,5/12/2003,Corporate
CUST022550,Christina,Cooke,7/12/1959,Consumer
CUST022551,Sarah,Johnson,5/1/2001,Consumer
CUST022552,Russell,Gonzalez,3/5/1967,Corporate
CUST022553,Christopher,Zavala,8/1/1959,Consumer
CUST022554,Robert,Brown,5/28/1996,Corporate
CUST022555,Tammy,Torres,10/11/2015,Corporate
CUST022556,Samuel,Rios,6/17/1955,Consumer
CUST022557,Derrick,Campbell,11/29/1987,Consumer
CUST022558,Tammy,Henry,6/5/2003,Consumer
CUST022559,Penny,Rowland,1/10/1984,Corporate
CUST022560,Clayton,Rich,11/20/1971,Corporate
CUST022561,Mario,Sanders,6/14/2013,Consumer
CUST022562,Shannon,Carney,8/19/1974,Consumer
CUST022563,Emily,Ramos,5/30/1989,Consumer
CUST022564,Brian,Fox,9/10/1983,Corporate
CUST022565,Luis,Braun,9/4/1977,Corporate
CUST022566,Megan,Phillips,6/28/1975,Consumer
CUST022567,Amy,Salinas,7/7/1990,Corporate
CUST022568,Jason,Kelly,2/19/1998,Consumer
CUST022569,Valerie,Patton,10/23/1960,Consumer
CUST022570,Allison,Rodriguez,7/15/2017,Consumer
CUST022571,Shawn,Martinez,10/25/1958,Consumer
CUST022572,Kayla,Andrade,6/28/2007,Consumer
CUST022573,Isaiah,Tucker,8/17/1975,Corporate
CUST022574,Angela,Mayer,10/27/1974,Corporate
CUST022575,Sarah,Wright,8/2/1993,Corporate
CUST022576,Bobby,Nelson,4/2/2002,Consumer
CUST022577,Jenna,Miller,9/27/1966,Corporate
CUST022578,Colin,Conway,6/20/1996,Consumer
CUST022579,Cynthia,Smith,1/17/2011,Consumer
CUST022580,Kathleen,Wilkins,12/4/2011,Corporate
CUST022581,Susan,Smith,7/3/1993,Consumer
CUST022582,Daniel,Moore,3/8/2000,Corporate
CUST022583,Gregory,Ellis,5/10/1983,Consumer
CUST022584,Mary,Hartman,9/10/2004,Corporate
CUST022585,Christina,Dorsey,1/28/1982,Consumer
CUST022586,Judith,Russell,3/6/2000,Corporate
CUST022587,Eric,Yoder,5/16/2016,Corporate
CUST022588,Patricia,Brooks,8/18/1977,Consumer
CUST022589,James,Adams,2/16/1956,Consumer
CUST022590,Steven,Johnson,5/11/1958,Consumer
CUST022591,Elizabeth,Little,12/10/1969,Consumer
CUST022592,Matthew,Clark,10/9/2009,Consumer
CUST022593,William,Rodriguez,10/17/1963,Consumer
CUST022594,Roger,Perez,1/4/1962,Corporate
CUST022595,Lorraine,Reyes,9/27/1985,Corporate
CUST022596,David,Allen,4/15/2015,Corporate
CUST022597,David,Robinson,7/29/1957,Consumer
CUST022598,Jeffrey,Thomas,4/20/1971,Corporate
CUST022599,Joshua,Thomas,2/17/2016,Corporate
CUST022600,Matthew,Martinez,11/18/1950,Consumer
CUST022601,Cheryl,Jones,12/7/1992,Consumer
CUST022602,Douglas,Watkins,10/26/1999,Corporate
CUST022603,Jessica,Taylor,5/26/2012,Consumer
CUST022604,Ruth,Gill,2/10/1993,Consumer
CUST022605,Destiny,Jones,6/28/1972,Corporate
CUST022606,Luis,Howell,10/12/1990,Corporate
CUST022607,Virginia,Berg,5/7/1959,Corporate
CUST022608,Ronald,Hernandez,5/23/2006,Consumer
CUST022609,Christopher,Sellers,3/22/1982,Consumer
CUST022610,Lisa,Parks,5/30/1987,Corporate
CUST022611,Terri,Hamilton,1/13/2010,Corporate
CUST022612,Michael,Parrish,4/13/2012,Consumer
CUST022613,Brenda,Cooper,7/13/1970,Corporate
CUST022614,Melissa,Leach,12/19/1952,Corporate
CUST022615,Michael,Phelps,6/22/1955,Corporate
CUST022616,Christopher,Waller,12/29/2010,Corporate
CUST022617,Katherine,Caldwell,11/2/1976,Corporate
CUST022618,Jonathan,Jarvis,10/16/1980,Corporate
CUST022619,Lisa,Mcneil,1/5/2001,Corporate
CUST022620,Jessica,Archer,10/21/1980,Corporate
CUST022621,Joseph,Salazar,3/10/1989,Corporate
CUST022622,Diana,Williams,12/19/1990,Corporate
CUST022623,Ryan,Gonzalez,10/26/1963,Consumer
CUST022624,Kimberly,Walter,3/5/1950,Corporate
CUST022625,Stephanie,Thompson,7/29/1950,Consumer
CUST022626,Joseph,Palmer,3/29/1985,Corporate
CUST022627,Christopher,Mccarthy,12/19/1981,Corporate
CUST022628,Randy,Miranda,12/28/1956,Corporate
CUST022629,Scott,Gordon,1/10/2009,Corporate
CUST022630,Joseph,Lynch,9/28/2015,Consumer
CUST022631,Mary,Roach,1/15/2006,Consumer
CUST022632,George,Cooper,9/26/1974,Consumer
CUST022633,Erin,Gonzales,7/1/1950,Consumer
CUST022634,Jose,Ford,3/13/1965,Consumer
CUST022635,Loretta,Daniel,11/26/1996,Consumer
CUST022636,Alison,Owens,7/2/2005,Corporate
CUST022637,Katherine,Manning,11/28/1991,Corporate
CUST022638,Maria,Johnson,12/21/1989,Consumer
CUST022639,Albert,Rodriguez,8/29/2012,Consumer
CUST022640,Angela,Davis,7/17/1984,Consumer
CUST022641,James,Powers,10/19/1990,Corporate
CUST022642,Jennifer,Burnett,4/5/2011,Corporate
CUST022643,Suzanne,Riddle,6/29/2014,Corporate
CUST022644,Maria,Vega,11/27/1976,Corporate
CUST022645,Kelli,Williams,9/17/1965,Consumer
CUST022646,Diamond,Ruiz,2/7/2010,Corporate
CUST022647,Ashley,Schwartz,3/31/1951,Corporate
CUST022648,Aimee,Hernandez,5/14/2001,Consumer
CUST022649,Danielle,Wilcox,1/6/2005,Consumer
CUST022650,Kimberly,Rogers,4/30/1951,Consumer
CUST022651,Deborah,Collins,1/14/1992,Consumer
CUST022652,Justin,Stevens,9/30/1997,Consumer
CUST022653,James,Davis,1/30/2014,Consumer
CUST022654,Allison,Hart,11/18/1960,Consumer
CUST022655,Glen,Brewer,3/25/1952,Consumer
CUST022656,Joseph,Cruz,11/24/2010,Corporate
CUST022657,Paul,Dorsey,2/4/1959,Consumer
CUST022658,Karl,Newton,11/17/1963,Corporate
CUST022659,Mark,Barker,9/6/2005,Consumer
CUST022660,Zachary,Blevins,10/5/1974,Corporate
CUST022661,Cassandra,Mooney,1/27/1958,Corporate
CUST022662,David,Mcdaniel,7/13/1954,Consumer
CUST022663,Cory,Brewer,5/23/1978,Corporate
CUST022664,Karen,George,8/6/1997,Consumer
CUST022665,Peggy,Davis,9/21/1972,Corporate
CUST022666,Vincent,Bell,4/12/1999,Consumer
CUST022667,Jeffrey,Ramirez,6/6/1995,Corporate
CUST022668,Eric,Velez,5/20/1954,Corporate
CUST022669,Melissa,Murray,10/8/1952,Consumer
CUST022670,Elizabeth,Lopez,2/15/1974,Corporate
CUST022671,Julie,Hicks,10/20/2015,Corporate
CUST022672,Julia,Smith,9/29/1950,Consumer
CUST022673,Gregory,Perry,1/9/2004,Consumer
CUST022674,Douglas,Jackson,7/5/1996,Corporate
CUST022675,Michelle,Manning,5/25/1951,Consumer
CUST022676,Zachary,Watkins,5/15/1978,Corporate
CUST022677,Victor,Charles,7/25/1976,Consumer
CUST022678,Kyle,Rasmussen,1/5/2007,Corporate
CUST022679,Michael,Richardson,6/23/2005,Consumer
CUST022680,Mason,Gomez,2/13/1966,Corporate
CUST022681,Adam,Gonzalez,3/10/1993,Consumer
CUST022682,Sharon,Brown,8/18/1985,Consumer
CUST022683,Andrew,Velazquez,11/20/1954,Corporate
CUST022684,Bryan,Lopez,7/7/1961,Corporate
CUST022685,Edward,Mcdonald,5/3/2001,Consumer
CUST022686,Michael,Thompson,11/21/2006,Consumer
CUST022687,Sandra,Bradley,11/6/1996,Corporate
CUST022688,Francisco,Payne,7/9/1992,Consumer
CUST022689,Victoria,Myers,10/13/1997,Consumer
CUST022690,John,Jones,11/29/1980,Consumer
CUST022691,Ethan,Shannon,6/25/1963,Corporate
CUST022692,Kelly,Oliver,12/10/1974,Corporate
CUST022693,Vanessa,Meyer,12/12/1986,Consumer
CUST022694,Stephen,Green,5/8/2007,Consumer
CUST022695,Adam,Jackson,11/24/1987,Corporate
CUST022696,Chad,Woods,11/9/2009,Corporate
CUST022697,Michael,Gillespie,3/6/1953,Consumer
CUST022698,David,Campbell,9/26/1977,Consumer
CUST022699,Mitchell,Jacobson,4/24/2013,Corporate
CUST022700,Susan,Gonzalez,5/2/1982,Corporate
CUST022701,Stacy,Lewis,2/13/2014,Corporate
CUST022702,Phillip,Brown,11/23/1991,Consumer
CUST022703,Lindsay,Sims,2/21/1962,Corporate
CUST022704,Joseph,Rodriguez,1/10/2007,Consumer
CUST022705,Stephanie,Wood,1/31/1987,Consumer
CUST022706,Denise,Martinez,7/2/1999,Corporate
CUST022707,Robert,Molina,8/30/1975,Consumer
CUST022708,Heather,Mullen,11/23/1957,Corporate
CUST022709,Kimberly,Davis,11/18/1989,Consumer
CUST022710,Maria,Johnson,4/7/2014,Consumer
CUST022711,Ronald,Williamson,11/24/1988,Consumer
CUST022712,Michael,Campos,11/25/1965,Consumer
CUST022713,Aaron,Ramos,10/16/1956,Corporate
CUST022714,Tracey,Simon,2/10/1961,Consumer
CUST022715,Robert,Parker,2/4/1968,Consumer
CUST022716,Joshua,Anderson,8/23/1987,Corporate
CUST022717,Henry,Stevenson,4/29/1984,Corporate
CUST022718,Michelle,Gomez,4/20/2006,Consumer
CUST022719,Jeffery,Johnson,1/22/2006,Corporate
CUST022720,Casey,Dunn,5/26/1971,Consumer
CUST022721,Lindsay,Gordon,1/7/1971,Consumer
CUST022722,Anthony,Obrien,3/19/1996,Consumer
CUST022723,Christopher,Vasquez,11/18/1997,Corporate
CUST022724,Adam,Fuller,3/8/1974,Consumer
CUST022725,John,Taylor,9/3/1980,Corporate
CUST022726,Jane,David,1/31/1962,Consumer
CUST022727,Mary,Wilson,7/17/1992,Consumer
CUST022728,Joseph,Hill,11/29/1998,Corporate
CUST022729,Joan,Vincent,1/25/1985,Consumer
CUST022730,Sharon,Garcia,6/14/1956,Consumer
CUST022731,Erika,Martinez,3/3/2018,Corporate
CUST022732,John,Johnson,2/8/1985,Corporate
CUST022733,Kimberly,Jacobs,3/29/2015,Consumer
CUST022734,Tara,Brown,7/27/1982,Corporate
CUST022735,Michael,Harris,6/19/1968,Consumer
CUST022736,John,Peters,5/19/1951,Corporate
CUST022737,Gary,Nunez,2/5/2018,Corporate
CUST022738,John,Wyatt,7/19/2014,Corporate
CUST022739,Trevor,Sanders,5/30/2017,Consumer
CUST022740,Matthew,Bray,11/5/1985,Consumer
CUST022741,Katherine,Cervantes,9/26/1972,Corporate
CUST022742,Patrick,Herrera,6/14/2002,Corporate
CUST022743,Lisa,Fields,3/25/1998,Consumer
CUST022744,Lisa,Anderson,10/11/1989,Corporate
CUST022745,Alexander,Butler,7/24/1977,Corporate
CUST022746,Sean,Fitzpatrick,12/6/1965,Consumer
CUST022747,Robert,King,1/3/2016,Corporate
CUST022748,Andrea,Wilson,12/30/2000,Corporate
CUST022749,Jennifer,Baird,4/18/1988,Corporate
CUST022750,Christopher,Baker,12/15/2016,Corporate
CUST022751,Jessica,Cole,10/20/1996,Consumer
CUST022752,Brenda,Cunningham,7/30/2015,Consumer
CUST022753,Amanda,Evans,10/19/2010,Consumer
